Animal,Corte,Grupo,Region,D,D.max(r²),Lacunarity
CS2,1,CS,CA1,1.4857,1.4742,0.493
CS2,1,CS,CA1,1.2955,1.3467,0.5524
CS2,1,CS,CA1,1.3182,1.3592,0.5563
CS2,1,CS,CA1,1.3966,1.3587,0.6277
CS2,1,CS,CA1,1.4169,1.5125,0.5842
CS2,1,CS,CA1,1.4111,1.4454,0.6128
CS2,1,CS,CA1,1.2873,1.3899,0.5441
CS2,1,CS,CA1,1.431,1.3681,0.604
CS2,1,CS,CA1,1.3973,1.3676,0.4981
CS2,1,CS,CA1,1.5295,1.6371,0.5656
CS2,1,CS,CA1,1.4705,1.497,0.4977
CS2,1,CS,CA1,1.4457,1.6392,0.4315
CS2,1,CS,CA1,1.2762,1.4064,0.5091
CS2,1,CS,CA1,1.4118,1.5091,0.6383
CS2,1,CS,CA1,1.4412,1.4799,0.5632
CS2,2,CS,CA1,1.5038,1.4194,0.4682
CS2,2,CS,CA1,1.4369,1.6827,0.3974
CS2,2,CS,CA1,1.5546,1.6606,0.3352
CS2,2,CS,CA1,1.39,1.4267,0.5602
CS2,2,CS,CA1,1.4178,1.3424,0.4627
CS2,2,CS,CA1,1.479,1.5433,0.4421
CS2,2,CS,CA1,1.4693,1.4534,0.4671
CS2,2,CS,CA1,1.5103,1.5279,0.4717
CS2,2,CS,CA1,1.454,1.5646,0.505
CS2,2,CS,CA1,1.2558,1.3048,0.4926
CS2,2,CS,CA1,1.4883,1.4924,0.443
CS2,2,CS,CA1,1.474,1.5228,0.4774
CS2,2,CS,CA1,1.4691,1.5717,0.5053
CS2,2,CS,CA1,1.4726,1.5324,0.4396
CS2,2,CS,CA1,1.4343,1.3856,0.4196
CS2,3,CS,CA1,1.4007,1.4884,0.5319
CS2,3,CS,CA1,1.3454,1.3941,0.5195
CS2,3,CS,CA1,1.3862,1.2381,0.5164
CS2,3,CS,CA1,1.3523,1.321,0.5877
CS2,3,CS,CA1,1.2568,1.288,0.5196
CS2,3,CS,CA1,1.5144,1.6706,0.4846
CS2,3,CS,CA1,1.4368,1.4285,0.5192
CS2,3,CS,CA1,1.5471,1.6185,0.4762
CS2,3,CS,CA1,1.4641,1.5472,0.519
CS2,3,CS,CA1,1.5247,1.7481,0.4497
CS2,3,CS,CA1,1.4642,1.5871,0.5002
CS2,3,CS,CA1,1.4573,1.5311,0.4606
CS2,3,CS,CA1,1.4199,1.5382,0.5536
CS2,3,CS,CA1,1.3456,1.36,0.5698
CS2,3,CS,CA1,1.4327,1.5563,0.5727
CS2,4,CS,CA1,1.3846,1.3586,0.6153
CS2,4,CS,CA1,1.5065,1.4851,0.3501
CS2,4,CS,CA1,0.7825,-0,0.3936
CS2,4,CS,CA1,1.3683,1.4356,0.537
CS2,4,CS,CA1,1.3233,1.3677,0.6413
CS2,4,CS,CA1,1.3218,1.3575,0.5945
CS2,4,CS,CA1,1.3968,1.4301,0.5725
CS2,4,CS,CA1,1.4045,1.4056,0.5277
CS2,4,CS,CA1,1.4442,1.538,0.5126
CS2,4,CS,CA1,1.4171,1.4877,0.624
CS2,4,CS,CA1,1.2386,1.2349,0.6003
CS2,4,CS,CA1,1.4033,1.4781,0.532
CS2,4,CS,CA1,1.3461,1.3884,0.5452
CS2,4,CS,CA1,1.3812,1.4634,0.6647
CS2,4,CS,CA1,1.1469,1.1845,0.6222
CS2,1,CS,CA3,1.3163,1.4083,0.6311
CS2,1,CS,CA3,1.3987,1.401,0.6123
CS2,1,CS,CA3,1.2992,1.1417,0.4631
CS2,1,CS,CA3,1.5128,1.4103,0.4007
CS2,1,CS,CA3,1.4101,1.1963,0.417
CS2,1,CS,CA3,1.4206,1.453,0.5203
CS2,1,CS,CA3,1.5118,1.4855,0.4128
CS2,1,CS,CA3,1.4746,1.6507,0.6221
CS2,1,CS,CA3,1.4216,1.4879,0.4876
CS2,1,CS,CA3,1.4529,1.4702,0.5303
CS2,1,CS,CA3,1.4587,1.4743,0.5664
CS2,1,CS,CA3,1.4012,1.3794,0.5135
CS2,1,CS,CA3,1.4859,1.4924,0.4227
CS2,1,CS,CA3,1.373,1.2966,0.4777
CS2,1,CS,CA3,1.4389,1.501,0.5318
CS2,2,CS,CA3,1.4712,1.4754,0.4828
CS2,2,CS,CA3,1.5019,1.3448,0.3822
CS2,2,CS,CA3,1.4268,1.5261,0.5212
CS2,2,CS,CA3,1.4422,1.4507,0.5068
CS2,2,CS,CA3,1.351,1.4344,0.524
CS2,2,CS,CA3,1.4731,1.5234,0.4837
CS2,2,CS,CA3,1.4985,1.6259,0.5175
CS2,2,CS,CA3,1.4667,1.2637,0.3543
CS2,2,CS,CA3,1.4514,1.5207,0.5063
CS2,2,CS,CA3,1.3879,1.4265,0.6599
CS2,2,CS,CA3,1.3426,1.338,0.5732
CS2,2,CS,CA3,1.452,1.4167,0.4917
CS2,2,CS,CA3,1.4657,1.4399,0.4963
CS2,2,CS,CA3,1.4776,1.5354,0.4515
CS2,2,CS,CA3,1.441,1.4843,0.5288
CS2,3,CS,CA3,1.4238,1.4435,0.5603
CS2,3,CS,CA3,1.4751,1.5389,0.4377
CS2,3,CS,CA3,1.5364,1.5188,0.4035
CS2,3,CS,CA3,1.4755,1.5078,0.5507
CS2,3,CS,CA3,1.4323,1.3876,0.5024
CS2,3,CS,CA3,1.3076,1.3546,0.6359
CS2,3,CS,CA3,1.4958,1.5357,0.503
CS2,3,CS,CA3,1.4938,1.5485,0.4282
CS2,3,CS,CA3,1.3962,1.4851,0.5555
CS2,3,CS,CA3,1.536,1.5486,0.3909
CS2,3,CS,CA3,1.485,1.4148,0.4431
CS2,3,CS,CA3,1.5116,1.6281,0.4044
CS2,3,CS,CA3,1.4836,1.728,0.4977
CS2,3,CS,CA3,1.5277,1.5879,0.4074
CS2,3,CS,CA3,1.4381,1.4259,0.5965
CS2,4,CS,CA3,1.4477,1.4605,0.4176
CS2,4,CS,CA3,1.449,1.5648,0.4943
CS2,4,CS,CA3,1.5127,1.5624,0.4595
CS2,4,CS,CA3,1.4181,1.3762,0.4945
CS2,4,CS,CA3,1.4645,1.7045,0.4123
CS2,4,CS,CA3,1.495,1.5662,0.4828
CS2,4,CS,CA3,1.4893,1.5389,0.4063
CS2,4,CS,CA3,1.5695,1.7068,0.3684
CS2,4,CS,CA3,1.4225,1.4081,0.4539
CS2,4,CS,CA3,1.4216,1.5102,0.5876
CS2,4,CS,CA3,1.4848,1.6072,0.4722
CS2,4,CS,CA3,1.4479,1.5566,0.5334
CS2,4,CS,CA3,1.4148,1.4295,0.5403
CS2,4,CS,CA3,1.4272,1.5222,0.5527
CS2,4,CS,CA3,1.4037,1.4861,0.4901
CS2,1,CS,GD,1.4345,1.4519,0.5118
CS2,1,CS,GD,1.4842,1.5665,0.5088
CS2,1,CS,GD,1.3409,1.4165,0.5873
CS2,1,CS,GD,1.3615,1.2548,0.4745
CS2,1,CS,GD,1.4525,1.434,0.5538
CS2,1,CS,GD,1.3842,1.3667,0.5199
CS2,1,CS,GD,1.2122,1.2986,0.6983
CS2,1,CS,GD,1.36,1.3955,0.6813
CS2,1,CS,GD,1.4572,1.5963,0.499
CS2,1,CS,GD,1.4683,1.5097,0.4477
CS2,1,CS,GD,1.3762,1.4548,0.5589
CS2,1,CS,GD,1.4959,1.5931,0.5206
CS2,1,CS,GD,1.4115,1.3775,0.4538
CS2,1,CS,GD,1.4248,1.4781,0.5431
CS2,1,CS,GD,1.5334,1.3274,0.3942
CS2,2,CS,GD,1.4096,1.4521,0.5159
CS2,2,CS,GD,1.3869,1.3923,0.4985
CS2,2,CS,GD,1.2913,1.4673,0.6087
CS2,2,CS,GD,1.5024,1.5278,0.4824
CS2,2,CS,GD,1.4857,1.6021,0.5436
CS2,2,CS,GD,1.4445,1.5564,0.5237
CS2,2,CS,GD,1.4241,1.5324,0.4765
CS2,2,CS,GD,1.5688,1.49,0.3353
CS2,2,CS,GD,1.4044,1.4821,0.6191
CS2,2,CS,GD,1.3763,1.4203,0.5511
CS2,2,CS,GD,1.3757,1.5216,0.5503
CS2,2,CS,GD,1.4833,1.573,0.3546
CS2,2,CS,GD,1.3066,1.4171,0.6656
CS2,2,CS,GD,1.3324,1.3925,0.5263
CS2,2,CS,GD,1.4916,1.4631,0.4548
CS2,3,CS,GD,1.4225,1.4136,0.505
CS2,3,CS,GD,1.5777,1.7154,0.3849
CS2,3,CS,GD,1.5734,1.5576,0.3876
CS2,3,CS,GD,1.4284,1.6424,0.5999
CS2,3,CS,GD,1.3654,1.6739,0.4754
CS2,3,CS,GD,1.4596,1.6452,0.6469
CS2,3,CS,GD,1.2748,2.8855,0.4109
CS2,3,CS,GD,1.482,1.726,0.3505
CS2,3,CS,GD,1.475,1.6065,0.4416
CS2,3,CS,GD,1.5509,1.3867,0.3331
CS2,3,CS,GD,1.4621,1.571,0.5862
CS2,3,CS,GD,1.4046,1.4325,0.6081
CS2,3,CS,GD,1.4739,1.5176,0.5057
CS2,3,CS,GD,1.4018,1.481,0.5309
CS2,3,CS,GD,1.4442,1.4986,0.5145
CS2,4,CS,GD,1.456,1.5369,0.4965
CS2,4,CS,GD,1.5123,1.5662,0.551
CS2,4,CS,GD,1.3679,1.4982,0.5595
CS2,4,CS,GD,1.4194,1.501,0.6511
CS2,4,CS,GD,1.4679,1.433,0.5699
CS2,4,CS,GD,1.5356,1.4518,0.3839
CS2,4,CS,GD,1.4617,1.5717,0.4708
CS2,4,CS,GD,1.4708,1.5246,0.4356
CS2,4,CS,GD,1.4839,1.3405,0.4536
CS2,4,CS,GD,1.5032,1.5702,0.4808
CS2,4,CS,GD,1.4259,1.4431,0.6147
CS2,4,CS,GD,1.4384,1.4875,0.5028
CS2,4,CS,GD,1.4914,1.5144,0.5082
CS2,4,CS,GD,1.427,1.5391,0.534
CS2,4,CS,GD,1.6116,1.676,0.3307
CS3,1,CS,CA1,1.4616,1.5573,0.5524
CS3,1,CS,CA1,1.4805,1.4636,0.3961
CS3,1,CS,CA1,1.4128,1.5342,0.453
CS3,1,CS,CA1,1.4626,1.5327,0.4893
CS3,1,CS,CA1,1.4633,1.5831,0.4793
CS3,1,CS,CA1,1.346,1.4562,0.617
CS3,1,CS,CA1,1.4153,1.4653,0.577
CS3,1,CS,CA1,1.4629,1.4364,0.5774
CS3,1,CS,CA1,1.4515,1.6048,0.4892
CS3,1,CS,CA1,1.5094,1.6067,0.391
CS3,1,CS,CA1,1.5301,1.5322,0.4751
CS3,1,CS,CA1,1.544,1.6635,0.5267
CS3,1,CS,CA1,1.463,1.5734,0.5423
CS3,1,CS,CA1,1.4372,1.4469,0.646
CS3,1,CS,CA1,1.5686,1.6336,0.4406
CS3,2,CS,CA1,1.5249,1.6786,0.464
CS3,2,CS,CA1,1.5897,1.709,0.3877
CS3,2,CS,CA1,1.5811,1.6844,0.5159
CS3,2,CS,CA1,1.4431,1.4307,0.5162
CS3,2,CS,CA1,1.4403,1.5134,0.5642
CS3,2,CS,CA1,1.5319,1.6349,0.3069
CS3,2,CS,CA1,1.5208,1.6156,0.3233
CS3,2,CS,CA1,1.4078,1.5209,0.5679
CS3,2,CS,CA1,1.5116,1.3912,0.3137
CS3,2,CS,CA1,1.3749,1.3971,0.5041
CS3,2,CS,CA1,1.4701,1.5861,0.6499
CS3,2,CS,CA1,1.4757,1.443,0.5231
CS3,2,CS,CA1,1.3379,1.4066,0.6712
CS3,2,CS,CA1,1.3707,1.376,0.6767
CS3,2,CS,CA1,1.3984,1.4539,0.5809
CS3,3,CS,CA1,1.447,1.4987,0.4425
CS3,3,CS,CA1,1.4031,1.4507,0.5759
CS3,3,CS,CA1,1.3891,1.3494,0.5228
CS3,3,CS,CA1,1.5018,1.4418,0.4355
CS3,3,CS,CA1,1.4732,1.5195,0.4598
CS3,3,CS,CA1,1.3956,1.4596,0.5683
CS3,3,CS,CA1,1.4764,1.5402,0.467
CS3,3,CS,CA1,1.5161,1.5623,0.4406
CS3,3,CS,CA1,1.474,1.7137,0.3468
CS3,3,CS,CA1,1.2412,1.3506,0.6162
CS3,3,CS,CA1,1.4946,1.5352,0.4312
CS3,3,CS,CA1,1.3968,1.3701,0.4958
CS3,3,CS,CA1,1.5109,1.5713,0.3843
CS3,3,CS,CA1,1.4425,1.4742,0.4698
CS3,3,CS,CA1,1.5061,1.5779,0.5054
CS3,4,CS,CA1,1.4287,1.4719,0.5627
CS3,4,CS,CA1,1.5408,1.6126,0.3668
CS3,4,CS,CA1,1.4878,1.5228,0.4351
CS3,4,CS,CA1,1.5422,1.3727,0.3634
CS3,4,CS,CA1,1.5846,1.6483,0.3356
CS3,4,CS,CA1,1.5836,1.679,0.3272
CS3,4,CS,CA1,1.4823,1.5481,0.461
CS3,4,CS,CA1,1.5648,1.6512,0.328
CS3,4,CS,CA1,1.5027,1.593,0.3747
CS3,4,CS,CA1,1.5635,1.5965,0.3435
CS3,4,CS,CA1,1.6105,1.6512,0.357
CS3,4,CS,CA1,1.4628,1.4646,0.4802
CS3,4,CS,CA1,1.5902,1.6024,0.3494
CS3,4,CS,CA1,1.4426,1.5027,0.5128
CS3,4,CS,CA1,1.4591,1.507,0.6229
CS3,1,CS,CA3,1.5179,1.5943,0.3902
CS3,1,CS,CA3,1.4433,1.433,0.5136
CS3,1,CS,CA3,1.3879,1.259,0.5128
CS3,1,CS,CA3,1.5089,1.5528,0.4857
CS3,1,CS,CA3,1.5169,1.5693,0.5275
CS3,1,CS,CA3,1.4472,1.5004,0.5264
CS3,1,CS,CA3,1.4835,1.5202,0.5198
CS3,1,CS,CA3,1.3065,1.3591,0.6764
CS3,1,CS,CA3,1.4717,1.5252,0.4485
CS3,1,CS,CA3,1.362,1.4271,0.5891
CS3,1,CS,CA3,1.5518,1.5162,0.3768
CS3,1,CS,CA3,1.4788,1.5552,0.5064
CS3,1,CS,CA3,1.5401,1.6687,0.4364
CS3,1,CS,CA3,1.4295,1.5045,0.535
CS3,1,CS,CA3,1.5569,1.7187,0.3747
CS3,2,CS,CA3,1.4687,1.5244,0.5335
CS3,2,CS,CA3,1.5362,1.6638,0.4478
CS3,2,CS,CA3,1.4353,1.4929,0.5466
CS3,2,CS,CA3,1.5364,1.5555,0.3668
CS3,2,CS,CA3,1.3767,1.3545,0.5567
CS3,2,CS,CA3,1.3457,1.4141,0.564
CS3,2,CS,CA3,1.5297,1.5309,0.4368
CS3,2,CS,CA3,1.436,1.5297,0.5353
CS3,2,CS,CA3,1.4457,1.4702,0.5339
CS3,2,CS,CA3,1.4129,1.4409,0.6012
CS3,2,CS,CA3,1.5337,1.5459,0.3714
CS3,2,CS,CA3,1.4777,1.4252,0.5778
CS3,2,CS,CA3,1.3578,1.5845,0.6146
CS3,2,CS,CA3,1.5213,1.474,0.4113
CS3,2,CS,CA3,1.5236,1.5772,0.4833
CS3,3,CS,CA3,1.4768,1.6128,0.4725
CS3,3,CS,CA3,1.4993,1.479,0.3743
CS3,3,CS,CA3,1.4421,1.4726,0.6415
CS3,3,CS,CA3,1.5152,1.5977,0.4532
CS3,3,CS,CA3,1.4689,1.5353,0.5489
CS3,3,CS,CA3,1.4015,1.4541,0.5657
CS3,3,CS,CA3,1.5095,1.6672,0.4609
CS3,3,CS,CA3,1.466,1.5364,0.4288
CS3,3,CS,CA3,1.4578,1.5588,0.5583
CS3,3,CS,CA3,1.5433,1.6133,0.5233
CS3,3,CS,CA3,1.523,1.4995,0.5398
CS3,3,CS,CA3,1.4867,1.4758,0.5954
CS3,3,CS,CA3,1.4187,1.49,0.597
CS3,3,CS,CA3,1.3759,1.4153,0.5134
CS3,3,CS,CA3,1.5169,1.6171,0.4284
CS3,4,CS,CA3,1.468,1.5832,0.5313
CS3,4,CS,CA3,1.4311,1.4919,0.5557
CS3,4,CS,CA3,1.4392,1.4201,0.5688
CS3,4,CS,CA3,1.4307,1.5307,0.5779
CS3,4,CS,CA3,1.3889,1.3642,0.6474
CS3,4,CS,CA3,1.375,1.3757,0.5612
CS3,4,CS,CA3,1.3686,1.1685,0.5269
CS3,4,CS,CA3,1.4358,1.4195,0.6327
CS3,4,CS,CA3,1.427,1.5472,0.6066
CS3,4,CS,CA3,1.4407,1.4594,0.483
CS3,4,CS,CA3,1.4693,1.5876,0.4847
CS3,4,CS,CA3,1.5067,1.5458,0.433
CS3,4,CS,CA3,1.4798,1.5294,0.3881
CS3,4,CS,CA3,1.4544,1.437,0.5515
CS3,4,CS,CA3,1.4846,1.5032,0.4101
CS3,1,CS,GD,1.4884,1.5892,0.3918
CS3,1,CS,GD,1.5706,1.5044,0.386
CS3,1,CS,GD,1.3465,1.335,0.5786
CS3,1,CS,GD,1.4357,1.5131,0.548
CS3,1,CS,GD,1.4619,1.4544,0.5054
CS3,1,CS,GD,1.4346,1.453,0.5576
CS3,1,CS,GD,1.5263,1.4955,0.413
CS3,1,CS,GD,1.4246,1.4919,0.5435
CS3,1,CS,GD,1.4735,1.6377,0.4123
CS3,1,CS,GD,1.525,1.5753,0.4518
CS3,1,CS,GD,1.4026,1.5265,0.5581
CS3,1,CS,GD,1.4723,1.6213,0.4099
CS3,1,CS,GD,1.5225,1.5862,0.4565
CS3,1,CS,GD,1.492,1.5731,0.4667
CS3,1,CS,GD,1.3248,1.4682,0.648
CS3,2,CS,GD,1.3583,1.4012,0.5954
CS3,2,CS,GD,1.3316,1.3927,0.6348
CS3,2,CS,GD,1.4411,1.4068,0.4558
CS3,2,CS,GD,1.4964,1.346,0.4243
CS3,2,CS,GD,1.6169,1.7667,0.3186
CS3,2,CS,GD,1.4846,1.5981,0.5697
CS3,2,CS,GD,1.3992,1.4591,0.6057
CS3,2,CS,GD,1.5618,1.7414,0.3867
CS3,2,CS,GD,1.4947,1.4791,0.4337
CS3,2,CS,GD,1.5279,1.5329,0.4498
CS3,2,CS,GD,1.5077,1.4707,0.4494
CS3,2,CS,GD,1.5128,1.5801,0.385
CS3,2,CS,GD,1.4797,1.5448,0.4516
CS3,2,CS,GD,1.5751,1.6689,0.3507
CS3,2,CS,GD,1.5301,1.5078,0.5177
CS3,3,CS,GD,1.4407,1.5162,0.5339
CS3,3,CS,GD,1.5101,1.542,0.4656
CS3,3,CS,GD,1.4053,1.4833,0.4979
CS3,3,CS,GD,1.4705,1.5703,0.4516
CS3,3,CS,GD,1.4196,1.4848,0.6104
CS3,3,CS,GD,1.3754,1.4439,0.5263
CS3,3,CS,GD,1.4371,1.4805,0.5302
CS3,3,CS,GD,1.5182,1.5761,0.5074
CS3,3,CS,GD,1.5118,1.642,0.5162
CS3,3,CS,GD,1.579,1.6581,0.421
CS3,3,CS,GD,1.4615,1.467,0.5534
CS3,3,CS,GD,1.5205,1.6568,0.39
CS3,3,CS,GD,1.4653,1.3348,0.485
CS3,3,CS,GD,1.4904,1.6167,0.4759
CS3,3,CS,GD,1.4942,1.5276,0.474
CS3,4,CS,GD,1.4162,1.545,0.4867
CS3,4,CS,GD,1.4347,1.4225,0.4888
CS3,4,CS,GD,1.4603,1.5109,0.604
CS3,4,CS,GD,1.4855,1.5216,0.471
CS3,4,CS,GD,1.5176,1.5541,0.4537
CS3,4,CS,GD,1.3482,1.4175,0.5337
CS3,4,CS,GD,1.4775,1.5332,0.4967
CS3,4,CS,GD,1.5171,1.6075,0.454
CS3,4,CS,GD,1.3848,1.4993,0.4883
CS3,4,CS,GD,1.5497,1.6041,0.3209
CS3,4,CS,GD,1.5754,1.6593,0.4052
CS3,4,CS,GD,1.507,1.5429,0.3832
CS3,4,CS,GD,1.4684,1.5399,0.412
CS3,4,CS,GD,1.4609,1.513,0.4039
CS3,4,CS,GD,1.4679,1.5901,0.5984
CS4,1,CS,CA1,1.5144,1.5832,0.4845
CS4,1,CS,CA1,1.3911,1.4704,0.4312
CS4,1,CS,CA1,1.4667,1.5356,0.558
CS4,1,CS,CA1,1.418,1.4392,0.552
CS4,1,CS,CA1,1.4157,1.4084,0.5087
CS4,1,CS,CA1,1.3979,1.4426,0.52
CS4,1,CS,CA1,1.4292,1.4774,0.6361
CS4,1,CS,CA1,1.4826,1.5525,0.5514
CS4,1,CS,CA1,1.5221,1.638,0.5159
CS4,1,CS,CA1,1.4453,1.4424,0.5752
CS4,1,CS,CA1,1.4722,1.5221,0.552
CS4,1,CS,CA1,1.4472,1.4919,0.5418
CS4,1,CS,CA1,1.4571,1.4397,0.546
CS4,1,CS,CA1,1.5598,1.7077,0.4391
CS4,1,CS,CA1,1.5114,1.5676,0.5216
CS4,2,CS,CA1,1.5557,1.5982,0.4428
CS4,2,CS,CA1,1.4054,1.5019,0.5189
CS4,2,CS,CA1,1.497,1.466,0.5671
CS4,2,CS,CA1,1.4359,1.5043,0.508
CS4,2,CS,CA1,1.3758,1.3587,0.5293
CS4,2,CS,CA1,1.4526,1.4458,0.531
CS4,2,CS,CA1,1.4101,1.5165,0.4934
CS4,2,CS,CA1,1.4812,1.4614,0.5467
CS4,2,CS,CA1,1.5084,1.546,0.6751
CS4,2,CS,CA1,1.5176,1.5852,0.5973
CS4,2,CS,CA1,1.4702,1.5597,0.5429
CS4,2,CS,CA1,1.4817,1.5672,0.5478
CS4,2,CS,CA1,1.4267,1.5547,0.5786
CS4,2,CS,CA1,1.4905,1.5819,0.5393
CS4,2,CS,CA1,1.578,1.6624,0.4752
CS4,3,CS,CA1,1.5186,1.5264,0.453
CS4,3,CS,CA1,1.3525,1.3907,0.5278
CS4,3,CS,CA1,1.4872,1.5979,0.4645
CS4,3,CS,CA1,1.52,1.5882,0.4535
CS4,3,CS,CA1,1.4979,1.7988,0.4362
CS4,3,CS,CA1,1.4062,1.4694,0.6963
CS4,3,CS,CA1,1.4367,1.4997,0.5121
CS4,3,CS,CA1,1.4445,1.4621,0.5445
CS4,3,CS,CA1,1.3902,1.3765,0.4679
CS4,3,CS,CA1,1.5034,1.656,0.4731
CS4,3,CS,CA1,1.3901,1.4827,0.6465
CS4,3,CS,CA1,1.419,1.3393,0.5521
CS4,3,CS,CA1,1.5585,1.6297,0.4522
CS4,3,CS,CA1,1.3835,1.4163,0.6497
CS4,3,CS,CA1,1.2648,1.3415,0.6379
CS4,4,CS,CA1,1.4861,1.5371,0.5616
CS4,4,CS,CA1,1.4711,1.4811,0.5727
CS4,4,CS,CA1,1.324,1.3861,0.5694
CS4,4,CS,CA1,1.5547,1.5811,0.4978
CS4,4,CS,CA1,1.3921,1.3821,0.5258
CS4,4,CS,CA1,1.4823,1.5393,0.4864
CS4,4,CS,CA1,1.4529,1.5293,0.509
CS4,4,CS,CA1,1.3368,1.3638,0.593
CS4,4,CS,CA1,1.5051,1.612,0.4344
CS4,4,CS,CA1,1.4001,1.3901,0.5171
CS4,4,CS,CA1,1.399,1.3946,0.5852
CS4,4,CS,CA1,1.4673,1.5207,0.5334
CS4,4,CS,CA1,1.5112,1.4576,0.445
CS4,4,CS,CA1,1.4995,1.5003,0.4349
CS4,4,CS,CA1,1.4031,1.4312,0.4953
CS4,1,CS,CA3,1.4783,1.5145,0.4845
CS4,1,CS,CA3,1.5103,1.6294,0.5354
CS4,1,CS,CA3,1.501,1.577,0.5387
CS4,1,CS,CA3,1.4901,1.5874,0.5342
CS4,1,CS,CA3,1.4335,1.3994,0.5939
CS4,1,CS,CA3,1.48,1.5578,0.5303
CS4,1,CS,CA3,1.3867,1.4664,0.5289
CS4,1,CS,CA3,1.508,1.4782,0.4314
CS4,1,CS,CA3,1.4023,1.4378,0.5286
CS4,1,CS,CA3,1.5254,1.5697,0.4832
CS4,1,CS,CA3,1.408,1.3673,0.5596
CS4,1,CS,CA3,1.577,1.5142,0.4251
CS4,1,CS,CA3,1.41,1.466,0.6544
CS4,1,CS,CA3,1.357,1.3947,0.4972
CS4,1,CS,CA3,1.3806,1.4601,0.5175
CS4,2,CS,CA3,1.4535,1.4815,0.5654
CS4,2,CS,CA3,1.42,1.5413,0.4693
CS4,2,CS,CA3,1.3509,1.3859,0.543
CS4,2,CS,CA3,1.4515,1.3472,0.5176
CS4,2,CS,CA3,1.3069,1.3709,0.616
CS4,2,CS,CA3,1.4774,1.5349,0.6593
CS4,2,CS,CA3,1.5091,1.5599,0.4891
CS4,2,CS,CA3,1.4234,1.4373,0.5202
CS4,2,CS,CA3,1.3782,1.4169,0.552
CS4,2,CS,CA3,1.3517,1.4318,0.5393
CS4,2,CS,CA3,1.4331,1.4484,0.52
CS4,2,CS,CA3,1.5335,1.6002,0.5685
CS4,2,CS,CA3,1.4294,1.4501,0.7294
CS4,2,CS,CA3,1.5893,1.6954,0.403
CS4,2,CS,CA3,1.378,1.5111,0.6082
CS4,3,CS,CA3,1.4639,1.3752,0.4618
CS4,3,CS,CA3,1.4974,1.4427,0.4252
CS4,3,CS,CA3,1.3788,1.3321,0.6251
CS4,3,CS,CA3,1.4462,1.4546,0.5275
CS4,3,CS,CA3,1.491,1.6614,0.449
CS4,3,CS,CA3,1.4786,1.4849,0.4304
CS4,3,CS,CA3,1.4427,1.4563,0.5351
CS4,3,CS,CA3,1.4339,1.5226,0.5989
CS4,3,CS,CA3,1.472,1.6222,0.4779
CS4,3,CS,CA3,1.4574,1.5572,0.4198
CS4,3,CS,CA3,1.4014,1.5053,0.4887
CS4,3,CS,CA3,1.4408,1.4829,0.5595
CS4,3,CS,CA3,1.4434,1.4769,0.5461
CS4,3,CS,CA3,1.401,1.3917,0.5402
CS4,3,CS,CA3,1.3997,1.4637,0.5287
CS4,4,CS,CA3,1.3974,1.5005,0.5464
CS4,4,CS,CA3,1.4249,1.463,0.5098
CS4,4,CS,CA3,1.3481,1.3415,0.587
CS4,4,CS,CA3,1.4138,1.4164,0.4841
CS4,4,CS,CA3,1.3941,1.4025,0.478
CS4,4,CS,CA3,1.4385,1.3868,0.5265
CS4,4,CS,CA3,1.4581,1.5492,0.5983
CS4,4,CS,CA3,1.3617,1.4353,0.621
CS4,4,CS,CA3,1.3708,1.4587,0.5671
CS4,4,CS,CA3,1.4169,1.481,0.6196
CS4,4,CS,CA3,1.4838,1.3485,0.4454
CS4,4,CS,CA3,1.3851,1.4811,0.4645
CS4,4,CS,CA3,1.498,1.5701,0.5329
CS4,4,CS,CA3,1.4489,1.4742,0.637
CS4,4,CS,CA3,1.3797,1.4608,0.5426
